Title,Author,Citation,PMID,Free Access,Abstract
"
              
                Investigating the influence of drone flight on the stability of cancer medicines.
              
            ","Zhu W, Oakey A, Royall PG, Waters TP, Cherrett T, Theobald K, Bester AM, Lucas R.",<built-in method split of str object at 0x000001D3E4148ED0>,36607896,Yes,"
              Storage specifications (2-8C) were met, and any vibrations emanating from the drone and transmitted through the packaging during flight were monitored using accelerometers. ...The quality of the three mAbs was assured, suggesting that the V50 drone did not induce su …
            "
"
              
                Open Science Drone Toolkit: Open source hardware and software for aerial data capture.
              
            ","Pereyra Irujo G, Bernaldo P, Velázquez L, Pérez A, Molina Favero C, Egozcue A.",<built-in method split of str object at 0x000001D3E2492830>,37023121,Yes,"
              Despite the increased access to scientific publications and data as a result of open science initiatives, access to scientific tools remains limited. Uncrewed aerial vehicles (UAVs, or drones) can be a powerful tool for research in disciplines such as agriculture an …
            "
"
              
                Implementation of drone based delivery of medical supplies in North-East India: experiences, challenges and adopted strategies.
              
            ","Aggarwal S, Gupta P, Mahajan N, Balaji S, Singh KJ, Bhargava B, Panda S.",<built-in method split of str object at 0x000001D3E24029C0>,37333530,Yes,"
              The present paper elucidates the implementation process of drone-based delivery of medical supplies, operational challenges and innovations adopted by scientists in Manipur and Nagaland. ...The experiences encountered by the team for case-to-case based permission and coord …
            "
"
              
                Optimization of Medication Delivery Drone with IoT-Guidance Landing System Based on Direction and Intensity of Light.
              
            ","Baloola MO, Ibrahim F, Mohktar MS.",<built-in method split of str object at 0x000001D3E2F25F20>,35684893,Yes,"
              This paper presents an optimization of the medication delivery drone with the Internet of Things (IoT)-Guidance Landing System based on direction and intensity of light. The IoT-GLS was incorporated into the system to assist the drone's operator or autonomous system …
            "
"
              
                Detection of Pine Wilt Nematode from Drone Images Using UAV.
              
            ","Sun Z, Ibrayim M, Hamdulla A.",<built-in method split of str object at 0x000001D3E39ECC70>,35808205,Yes,"
              Pine wilt nematode disease is a devastating forest disease that spreads rapidly. Using drone remote sensing to monitor pine wilt nematode trees promptly is an effective way to control the spread of pine wilt nematode disease. ...Compared with the YOLOv4 pine-wilt-nematode …
            "
"
              
                Real-Time Human Motion Tracking by Tello EDU Drone.
              
            ","Boonsongsrikul A, Eamsaard J.",<built-in method split of str object at 0x000001D3E2F26010>,36679699,Yes,"
              In an experimental field of the size 9535m2, the drone tracked human motion throughout a whole day, with the best tracking results observed in the morning. The drone was controlled from a laptop using a Wi-Fi router with a maximum horizontal tracking distance of 84. …
            "
"
              
                Sensing spectrum sharing based massive MIMO radar for drone tracking and interception.
              
            ","Junior MM, Guo B.",<built-in method split of str object at 0x000001D3E247B690>,35594276,Yes,"
              Radar sensors are becoming crucial for environmental perception in a world with the tremendous growth of unmanned aerial vehicles (UAVs) or drones. When public safety is a concern, the localization of drones are of great significance. ...Where Bernoull …
            "
"
              
                Collecting critically endangered cliff plants using a drone-based sampling manipulator.
              
            ","La Vigne H, Charron G, Rachiele-Tremblay J, Rancourt D, Nyberg B, Lussier Desbiens A.",<built-in method split of str object at 0x000001D3E46EA230>,36100682,Yes,"
              However, this habitat makes conservation work particularly difficult, forcing scientists, and botanists to use risky and time-consuming methods such as abseiling to access remote plant populations. Here we present the Mamba, the first aerial system capable of sampling plan …
            "
"
              
                The effect of drone transport on the stability of biochemical, coagulation and hematological parameters in healthy individuals.
              
            ","Perlee D, van der Steege KH, den Besten G.",<built-in method split of str object at 0x000001D3E24A8930>,34291623,No,"
              OBJECTIVES: Transport of blood tubes is mainly by car or pneumatic transport. The transportation of blood tubes by drones is a novel approach for rapid transportation of blood tubes over long distances. However, limited data on the stability of biochemical, coagulation and …
            "
"
              
                Control Strategy of an Underactuated Underwater Drone-Shape Robot for Grasping Tasks.
              
            ","Cely JS, Pérez Bayas MÁ, Carpio M, García Cena CE, Sintov A, Saltaren R.",<built-in method split of str object at 0x000001D3E2473990>,36433424,Yes,"
"
"
              
                Effect of unmanned aerial vehicle (drone) delivery on blood product delivery time and wastage in Rwanda: a retrospective, cross-sectional study and time series analysis.
              
            ","Nisingizwe MP, Ndishimye P, Swaibu K, Nshimiyimana L, Karame P, Dushimiyimana V, Musabyimana JP, Musanabaganwa C, Nsanzimana S, Law MR.",<built-in method split of str object at 0x000001D3E24B9790>,35303465,Yes,"
              Second, we used interrupted time series analysis and monthly administrative data to assess changes in blood product expirations after the commencement of drone deliveries. FINDINGS: Between March 17, 2017, and Dec 31, 2019, 12 733 blood product orders were delivered by …
            "
