id,title,assignee,author ,priority date,filing/creation date,publication date,grant date,result_link,figure_link
US-11355020-B2,Drone air traffic control over wireless networks for package pickup and delivery ,"Metal Raptor, Llc",Lee Priest,2016-6-10,2018-8-10,2022-6-7,2022-6-7,https://patents.google.com/patent/US11355020B2/en,https://patentimages.storage.googleapis.com/0a/ce/11/9e2ee8ba2e7b4e/US11355020-20220607-D00000.png
US-11454988-B2,Systems and methods for automated landing of a drone ,Percepto Robotics Ltd,"Sagi BLONDER, Ariel BENITAH, Eyal GIL-AD",2016-7-21,2020-1-13,2022-9-27,2022-9-27,https://patents.google.com/patent/US11454988B2/en,https://patentimages.storage.googleapis.com/8c/76/ec/dd0ae367452f9d/US11454988-20220927-D00000.png
US-10223914-B2,System for supporting emergency vehicle using drone ,Mando Corporation,Man Bok PARK,2016-4-18,2017-4-10,2019-3-5,2019-3-5,https://patents.google.com/patent/US10223914B2/en,https://patentimages.storage.googleapis.com/39/5b/66/5a466701501c03/US10223914-20190305-D00000.png
US-10034209-B1,Traffic offloading for a communication drone ,Qualcomm Incorporated,"Amar Kumar Nandan, Abhigyan Joshi, Kihak Yi, Appala Naga Raju Bodduru, Nitin Mehrotra, Venkata A Naidu Babbadi",2017-3-10,2017-3-10,2018-7-24,2018-7-24,https://patents.google.com/patent/US10034209B1/en,https://patentimages.storage.googleapis.com/f8/68/5f/0b6ba10580a963/US10034209-20180724-D00000.png
CN-106774373-B,A kind of quadrotor drone finite time Attitude tracking control method ,哈尔滨工业大学,"王辉, 张立宪, 沈俊楠, 朱延正, 宁泽鹏, 韩铭昊",2017-1-12,2017-1-12,2019-11-5,2019-11-5,https://patents.google.com/patent/CN106774373B/en,
AU-2021200446-B2,Drone box ,H3 Dynamics Holdings Pte. Ltd.,Taras WANKEWYCZ,2015-8-17,2021-1-22,2023-8-31,2023-8-31,https://patents.google.com/patent/AU2021200446B2/en,
US-11129067-B2,Method and apparatus for supporting handover of drone in wireless communication system ,Lg Electronics Inc.,"Sanggook KIM, Ki-Dong Lee",2016-7-6,2017-7-6,2021-9-21,2021-9-21,https://patents.google.com/patent/US11129067B2/en,https://patentimages.storage.googleapis.com/0d/32/28/ae3d3071600c6f/US11129067-20210921-D00000.png
EP-3402380-B1,Aerial drone cleaning device and method of cleaning a target surface therewith ,The Procter & Gamble Company,"Michelle Lynn Borman, Glenn Allen Bradbury, Su Yon Chang, Larry L. Huston",2016-1-11,2017-1-3,2021-9-29,2021-9-29,https://patents.google.com/patent/EP3402380B1/en,https://patentimages.storage.googleapis.com/56/57/e6/be88f5f18928df/imgf0001.png
US-10165232-B2,"Method for monitoring a parking facility for motor vehicles, and drone ",Robert Bosch Gmbh,"Gerrit Quast, Rolf Nicodemus, Stefan Nordbruch",2016-2-11,2017-2-3,2018-12-25,2018-12-25,https://patents.google.com/patent/US10165232B2/en,https://patentimages.storage.googleapis.com/1a/8a/3e/ccd093b4e53417/US10165232-20181225-D00000.png
US-10744649-B2,Drone payload system ,GearWurx,Collin Lewis,2017-8-18,2018-8-20,2020-8-18,2020-8-18,https://patents.google.com/patent/US10744649B2/en,https://patentimages.storage.googleapis.com/13/26/21/a8708de41b80db/US10744649-20200818-D00000.png
US-10032464-B2,Drone detection and classification with compensation for background clutter sources ,"Droneshield, Llc","John Franklin, Brian Hearing",2015-11-24,2016-11-23,2018-7-24,2018-7-24,https://patents.google.com/patent/US10032464B2/en,https://patentimages.storage.googleapis.com/5e/17/15/77d194e90e9c05/US10032464-20180724-D00000.png
DE-102016224479-B4,Transport drone for people ,Disco Corporation,Kazuma Sekiya,2015-12-11,2016-12-8,2021-8-5,2021-8-5,https://patents.google.com/patent/DE102016224479B4/en,https://patentimages.storage.googleapis.com/f0/ed/55/b09dc8c149b3a5/DE102016224479B4_0001.png
US-11912442-B2,Fuel cell power pack-integrated drone ,Doosan Mobility Innovation Inc.,"Myeong Hun SEUNG, Gyu Jung SHIM",2018-8-31,2019-8-28,2024-2-27,2024-2-27,https://patents.google.com/patent/US11912442B2/en,https://patentimages.storage.googleapis.com/74/2a/5a/4e4dc7d6537f6b/US11912442-20240227-D00000.png
US-11352133-B2,"Systems, cableless drone swarm systems, method and apparatus ",Intel Corporation,"Michael Jassowski, Ashwin Thirunahari, Anil Nanduri, Baptiste Tripard",2017-12-28,2017-12-28,2022-6-7,2022-6-7,https://patents.google.com/patent/US11352133B2/en,https://patentimages.storage.googleapis.com/df/e4/ee/bb0ac7c43efc81/US11352133-20220607-D00000.png
US-2022055770-A1,Hot and Cold Section drone docking station Temperature Controlled Device ,Daniel S. O'Toole,Daniel S. O'Toole,2020-4-20,2021-4-19,2022-2-24,,https://patents.google.com/patent/US20220055770A1/en,https://patentimages.storage.googleapis.com/10/cc/ab/f7bc80ff85af1a/US20220055770A1-20220224-D00000.png
EP-3210659-B1,Drone provided with a battery unit which has a stiffening function ,Parrot Drones,"M. Thierry SANLAVILLE, M. Maxime DUCLOUX, M. Flavien MORRA",2016-2-25,2017-2-15,2019-4-10,2019-4-10,https://patents.google.com/patent/EP3210659B1/en,https://patentimages.storage.googleapis.com/13/cb/ff/0aa4d2ba197da5/imgf0001.png
KR-101619836-B1,Hyperspectral Remote monitoring system using drone ,(주)아세아항측,"임상문, 임은성, 최기현",2016-2-5,2016-2-5,2016-5-11,2016-5-11,https://patents.google.com/patent/KR101619836B1/en,https://patentimages.storage.googleapis.com/4c/21/03/fea1f412b7f41a/112016012796231-pat00001.png
US-10005556-B2,Drone having drone-catching feature ,"Mohammad Rastgaar Aagaah, Evandro M. Ficanha, Nina Mahmoudian","Mohammad Rastgaar Aagaah, Evandro M. Ficanha, Nina Mahmoudian",2015-11-25,2016-10-24,2018-6-26,2018-6-26,https://patents.google.com/patent/US10005556B2/en,https://patentimages.storage.googleapis.com/f0/b9/77/920f490ddb8145/US10005556-20180626-D00000.png
US-10152059-B2,Systems and methods for landing a drone on a moving base ,Qualcomm Incorporated,"Debdeep Banerjee, Ananthapadmanabhan Arasanipalai Kandhadai",2016-10-10,2016-10-10,2018-12-11,2018-12-11,https://patents.google.com/patent/US10152059B2/en,https://patentimages.storage.googleapis.com/5c/a4/da/9a2ac6941a6cc2/US10152059-20181211-D00000.png
US-9908618-B2,Adjustable weight distribution for drone ,Qualcomm Incorporated,"Brad Lee Vaughn, Charles Wheeler SWEET, Vincent Kemler, Aine Mary Shivnan, Kaustubh Balkrishna Gondkar, James York Wilson, Michael Franco Taveira, Donald Hutson",2015-3-10,2016-10-5,2018-3-6,2018-3-6,https://patents.google.com/patent/US9908618B2/en,https://patentimages.storage.googleapis.com/8e/c9/b5/4aa5ce2c0698e5/US09908618-20180306-D00000.png
US-10586186-B2,Fog drone fleet orchestrator ,"Cisco Technology, Inc.","Jay Johnston, Rama Darbha, David C. White, Jr., Magnus Mortensen",2016-5-5,2016-5-5,2020-3-10,2020-3-10,https://patents.google.com/patent/US10586186B2/en,https://patentimages.storage.googleapis.com/c8/ab/fd/0736519daf09ed/US10586186-20200310-D00000.png
US-11017680-B2,Drone detection systems ,Alarm.Com Incorporated,"Stephen Scott Trundle, Alison Jane Slavin",2015-9-30,2016-9-30,2021-5-25,2021-5-25,https://patents.google.com/patent/US11017680B2/en,https://patentimages.storage.googleapis.com/97/54/ba/17e688bbdf8274/US11017680-20210525-D00000.png
US-10526065-B2,Drone having at least three lift and propulsion rotors ,Airbus Helicopters,Lionel Thomassey,2016-4-26,2017-4-26,2020-1-7,2020-1-7,https://patents.google.com/patent/US10526065B2/en,https://patentimages.storage.googleapis.com/b7/1c/1a/57784b41adf8df/US10526065-20200107-D00000.png
KR-101866239-B1,Method for Monitoring Water Quality Environment Using Drone ,(주)이피에스이앤이,"박변주, 이홍복, 신동환, 김지호",2017-5-30,2017-5-30,2018-6-12,2018-6-12,https://patents.google.com/patent/KR101866239B1/en,https://patentimages.storage.googleapis.com/0f/be/74/623b013bae0b93/112017051481214-pat00001.png
KR-101844414-B1,Drone for spraying agricultural chemicals and method for spraying agricultural chemicals using the dron ,경남도립거창대학산학협력단,"이관희, 윤경섭, 손창섭, 정용태, 최연호, 김재홍, 노태호, 이동양, 김은경, 박성범, 김성룡",2017-11-7,2017-11-7,2018-4-2,2018-4-2,https://patents.google.com/patent/KR101844414B1/en,https://patentimages.storage.googleapis.com/05/ca/c3/8a173069d22fef/112017110433992-pat00001.png
US-11508056-B2,Drone inspection analytics for asset defect detection ,"Measure Global, Inc.",Preston White,2019-2-28,2020-2-28,2022-11-22,2022-11-22,https://patents.google.com/patent/US11508056B2/en,https://patentimages.storage.googleapis.com/4a/d6/75/71f9681b459f29/US11508056-20221122-D00000.png
US-10457420-B2,Apparatus for providing maintenance and shelter to drone ,Sharper Shape Oy,Tero Heinonen,2016-11-23,2016-11-23,2019-10-29,2019-10-29,https://patents.google.com/patent/US10457420B2/en,https://patentimages.storage.googleapis.com/1d/8e/61/3615862c77ad05/US10457420-20191029-D00000.png
KR-102244175-B1,Drone flight control ,퀄컴 인코포레이티드,"에릭 비제르, 래훈 김, 카스티요 리카르도 데 헤수스 베르날, 슈화 장, 라구베르 페리",2016-1-28,2016-11-21,2021-4-23,2021-4-23,https://patents.google.com/patent/KR102244175B1/en,https://patentimages.storage.googleapis.com/35/2b/3a/17dc31b02ddfa5/112018073759161-pct00007.png
US-10324462-B2,Drone swarm for increased cargo capacity ,Intel Corporation,"Michael A Jassowski, Ashwin S Thirunahari",2016-12-30,2016-12-30,2019-6-18,2019-6-18,https://patents.google.com/patent/US10324462B2/en,https://patentimages.storage.googleapis.com/af/37/dc/1233c85248e525/US10324462-20190618-D00000.png
US-9863776-B2,Ambulatory route management based on a personal drone ,International Business Machines Corporation,"Michael S. Gordon, James R. Kozloski, Peter K. Malkin, Clifford A. Pickover",2015-7-14,2017-3-8,2018-1-9,2018-1-9,https://patents.google.com/patent/US9863776B2/en,https://patentimages.storage.googleapis.com/dd/30/fe/458f8535206c10/US09863776-20180109-D00000.png
US-10472064-B2,VTOL fixed-wing aerial drone with interchangeable cabins ,Yu Tian,Yu Tian,2018-1-29,2018-4-10,2019-11-12,2019-11-12,https://patents.google.com/patent/US10472064B2/en,https://patentimages.storage.googleapis.com/a2/bb/c1/34f8106b63fd09/US10472064-20191112-D00000.png
US-10185316-B2,System and method for drone connectivity and communication over a cellular network ,Edward Kablaoui,Edward Kablaoui,2015-8-10,2016-8-10,2019-1-22,2019-1-22,https://patents.google.com/patent/US10185316B2/en,https://patentimages.storage.googleapis.com/1f/28/ef/51bf7da5995142/US10185316-20190122-D00000.png
US-9868526-B2,Airborne drone delivery network and method of operating same ,"W. Morrison Consulting Group, Inc.",William M. Yates,2014-10-15,2015-10-13,2018-1-16,2018-1-16,https://patents.google.com/patent/US9868526B2/en,https://patentimages.storage.googleapis.com/83/af/b1/0b20508e6c34cd/US09868526-20180116-D00000.png
US-2020288895-A1,Drone Drop System Supporting Delivery Management ,"James Duane Bennet, Bindu Rama Rao","James Duane Bennet, Bindu Rama Rao",2019-3-14,2019-3-14,2020-9-17,,https://patents.google.com/patent/US20200288895A1/en,https://patentimages.storage.googleapis.com/2d/ae/95/6b807a6c80ab01/US20200288895A1-20200917-D00000.png
CN-107289950-B,Plant protection drone operation flight course planning method and plant protection drone ,上海拓攻机器人有限公司,"尹亮亮, 吕萌, 赵佳, 李少斌, 张羽",2017-7-28,2017-7-28,2019-1-4,2019-1-4,https://patents.google.com/patent/CN107289950B/en,
US-10474983-B2,Method and apparatus for dispatching an airborne drone to carry an item to a customer ,"Walmart Apollo, Llc","Donald R. High, John P. Thompson, Michael D. Atchley, Chandrashekar Natarajan",2015-11-6,2016-11-4,2019-11-12,2019-11-12,https://patents.google.com/patent/US10474983B2/en,https://patentimages.storage.googleapis.com/64/27/08/6cfed88edaef8c/US10474983-20191112-D00000.png
US-9852644-B2,"Hybrid airship-drone farm robot system for crop dusting, planting, fertilizing and other field jobs ",Bee Robotics Corporation,"Vladimir Salnikov, Anatoly Filin, Harm Burema",2013-3-24,2016-6-25,2017-12-26,2017-12-26,https://patents.google.com/patent/US9852644B2/en,https://patentimages.storage.googleapis.com/91/b3/35/a6e2ead52cd691/US09852644-20171226-D00000.png
KR-101912740-B1,Monitoring and Extingushing System for Forest Fire Using Drone ,"전주대학교 산학협력단, (주)코어센스","김동현, 박진하",2016-4-15,2016-4-15,2018-10-30,2018-10-30,https://patents.google.com/patent/KR101912740B1/en,https://patentimages.storage.googleapis.com/69/79/1b/b645526e95d403/112016035998083-pat00001.png
US-10096005-B2,Drone and drone-based system for collecting and managing waste for improved sanitation ,International Business Machines Corporation,"Michael S. Gordon, Meenal Pore, Komminist Weldemariam",2016-9-14,2016-9-15,2018-10-9,2018-10-9,https://patents.google.com/patent/US10096005B2/en,https://patentimages.storage.googleapis.com/4d/ca/54/c80326a1f3be53/US10096005-20181009-D00000.png
US-10501180-B2,"Multifunction firefighting infrasound, hailstone, plant pollination drone apparatus and method ",Simon Siu-Chi Yu,Simon Siu-Chi Yu,2017-10-4,2018-5-23,2019-12-10,2019-12-10,https://patents.google.com/patent/US10501180B2/en,https://patentimages.storage.googleapis.com/93/49/29/2073f532958eb7/US10501180-20191210-D00000.png
US-10377507-B2,Multifunctional motorized box and landing pad for automatic drone package delivery ,"Simon TREMBLAY, Eric Bharucha","Simon TREMBLAY, Eric Bharucha",2015-7-23,2016-6-11,2019-8-13,2019-8-13,https://patents.google.com/patent/US10377507B2/en,https://patentimages.storage.googleapis.com/d4/8c/fd/90d9c1238ede75/US10377507-20190813-D00000.png
US-11645904-B2,Drone-augmented emergency response services ,Alarm.Com Incorporated,"Stephen Scott Trundle, Alison Jane Slavin",2015-9-30,2021-7-7,2023-5-9,2023-5-9,https://patents.google.com/patent/US11645904B2/en,https://patentimages.storage.googleapis.com/2d/a9/a6/17f4ce52d2eed3/US11645904-20230509-D00000.png
US-10424130-B2,System and methods for drone-based vehicle status determination ,"Walmart Apollo, Llc","John Jeremiah O'Brien, Donald HIGH, Chandrashekar Natarajan, Nathan Glenn Jones",2016-10-4,2017-10-3,2019-9-24,2019-9-24,https://patents.google.com/patent/US10424130B2/en,https://patentimages.storage.googleapis.com/89/98/e3/126ee0a38ceab8/US10424130-20190924-D00000.png
KR-101809439-B1,Apparatus and method for controlling drone ,삼성에스디에스 주식회사,"송성학, 최규하, 김재성, 박순규, 조윤호",2015-7-22,2015-7-22,2017-12-15,2017-12-15,https://patents.google.com/patent/KR101809439B1/en,https://patentimages.storage.googleapis.com/03/d9/1e/441cc8d8c97b90/112015071216445-pat00001.png
KR-101891934-B1,Seamless replacement of a first drone base station with a second drone base station ,알까뗄 루슨트,"오스만 아이딘, 일라리아 말란치니, 옌스 게베르트",2014-7-22,2015-7-21,2018-8-24,2018-8-24,https://patents.google.com/patent/KR101891934B1/en,https://patentimages.storage.googleapis.com/e4/66/cd/99e62e8ca8f77d/112017017181358-pct00001.png
KR-102424180-B1,personal sensory drone ,인텔 코포레이션,"주세페 라파, 글렌 제이. 앤더슨, 레니트라 엠. 더럼, 리차드 벡위드, 캐시 유엔, 조슈아 에칸뎀, 제이미 셔먼, 아리엘 모쉬코비츠, 오메르 벤-샬롬, 제니퍼 힐리, 스티브 브라운, 타마라 가이다르, 요시 고브젠스키",2015-6-25,2016-5-25,2022-7-25,2022-7-25,https://patents.google.com/patent/KR102424180B1/en,https://patentimages.storage.googleapis.com/88/9b/2d/023a6380acfdda/112018008225897-pct00001.png
US-11074447-B1,Land analysis system using drone-captured data ,"Hana Resources, Inc.","Andrew John Fox, Michelle Caruana",2018-7-13,2019-7-12,2021-7-27,2021-7-27,https://patents.google.com/patent/US11074447B1/en,https://patentimages.storage.googleapis.com/c2/e6/b3/aae8decca4b5fd/US11074447-20210727-D00000.png
CN-107479567-B,The unknown quadrotor drone attitude controller of dynamic characteristic and method ,山东大学,"马昕, 李轾, 李贻斌, 宋锐, 荣学文",2017-9-13,2017-9-13,2018-10-30,2018-10-30,https://patents.google.com/patent/CN107479567B/en,
US-9605926-B1,Drone-target hunting/shooting system ,"DuckDrone, LLC","Grady Means, Thor Sigvaldason",2016-1-7,2016-9-9,2017-3-28,2017-3-28,https://patents.google.com/patent/US9605926B1/en,https://patentimages.storage.googleapis.com/cb/eb/d9/879c2fd036ddc3/US09605926-20170328-D00000.png
KR-102394878-B1,Drone station device with the function of an automatic taking off and landing and battery charging ,"전주대학교 산학협력단, 주식회사 아이팝","김동현, 박진하",2020-6-2,2020-6-2,2022-5-9,2022-5-9,https://patents.google.com/patent/KR102394878B1/en,https://patentimages.storage.googleapis.com/00/74/32/03d0dd09ee42ff/112020056480447-pat00001.png
US-10370101-B2,"Drone, method and systems for airborne visualization ",Jolanda Jacoba Maria Kales,Jolanda Jacoba Maria Kales,2014-6-23,2015-6-19,2019-8-6,2019-8-6,https://patents.google.com/patent/US10370101B2/en,https://patentimages.storage.googleapis.com/3a/69/91/d4ba2ad0586740/US10370101-20190806-D00000.png
US-10571932-B2,Navigation system for a drone ,"Top Flight Technologies, Inc.","Paul A. DeBitetto, Long N. Phan, Scott Rasmussen, Sanjay Sarma",2017-7-6,2019-1-23,2020-2-25,2020-2-25,https://patents.google.com/patent/US10571932B2/en,https://patentimages.storage.googleapis.com/bc/28/fa/137fcc20d518dd/US10571932-20200225-D00000.png
